stock_code,stock_name,total_appearances,first_appear_date,last_appear_date,days_since_last,avg_net_buy_ratio,max_net_buy_ratio,positive_net_ratio,total_net_amount,avg_net_amount,total_buy_amount,avg_net_buy_rank,best_net_buy_rank,three_day_ratio,avg_change_pct,max_change_pct,last_market_cap,last_close_price,main_themes,limit_up_list_ratio,last_list_reason,avg_gap_days,max_gap_days,recent_gap_days,recent_30d_count,dragon_score,score_fund,score_persist,score_pattern,score_cap,score_decay,current_stage
603895.SH,天永智能,4,2024-02-27,2025-04-09,401,0.18403410696698727,0.4028262772869185,1.0,34030845.4,6806169.08,172825630.79999998,24.6,13.0,0.4,9.0960198362,10.009099181,2613374400.0,24.18,开发人形机器人+自动化装备+汽车产业链,0.4,日振幅值达15%的证券,135.7,400,400,0,25.2,6.1,13.6,7.0,8.5,-10.0,⚫ 已冷却
600215.SH,派斯林,2,2024-04-02,2025-01-09,491,0.22282115606116892,0.309117505382577,1.0,30696759.590000004,15348379.795000002,121638663.72,29.0,25.0,0.5,10.0304275765,10.033,3609374800.0,7.9,机器人概念+新能源汽车+新型工业化,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",282.0,282,282,0,25.2,6.0,12.0,10.0,7.2,-10.0,⚫ 已冷却
600835.SH,上海机电,1,2025-02-21,2025-02-21,448,0.2594237114886983,0.2594237114886983,1.0,128910103.97,128910103.97,496909489.23,26.0,26.0,1.0,10.018903592,10.018903592,18775420000.0,23.28,机器人+拟收购上海电气旗下资产+控股股东为上海电气+电梯,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,25.1,10.3,13.1,10.0,1.7,-10.0,🔴 首次上榜
002743.SZ,富煌钢构,1,2025-05-30,2025-05-30,350,0.1654939881366983,0.1654939881366983,1.0,20719633.0,20719633.0,125198705.0,27.0,27.0,1.0,10.0,10.0,3585210568.5,8.25,并购重组+可控核聚变+高速视觉+钢结构工程,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,25.1,4.7,13.1,10.0,7.3,-10.0,🔴 首次上榜
600392.SH,盛和资源,2,2024-02-08,2024-11-01,560,0.2338258392599904,0.354045015565371,1.0,118100551.95,59050275.975,550863362.9399999,42.0,23.0,1.0,8.509894792499999,9.982332155,21822691000.0,12.45,稀土永磁+国企改革,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",267.0,267,267,0,25.1,8.7,15.0,10.0,1.4,-10.0,⚫ 已冷却
000510.SZ,新金路,5,2024-10-18,2026-03-02,74,0.22095091184567614,0.3880318882364778,1.0,136465617.11,27293123.422000002,721960944.5799999,24.0,7.0,0.4,6.832181429992062,10.0,13619625000.0,22.45,钽铌锡矿复产+有色金属+氯碱龙头,0.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",125.0,319,319,0,25.0,10.2,14.3,8.0,2.4,-10.0,⚫ 已冷却
600802.SH,福建水泥,1,2024-11-01,2024-11-01,560,0.1660494837672925,0.1660494837672925,1.0,7387595.2,7387595.2,44490323.2,53.0,53.0,1.0,9.9756691,9.9756691,2071282800.0,4.52,水泥+福建国资+参股券商+参股银行,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,25.0,3.0,13.1,10.0,9.0,-10.0,🔴 首次上榜
600836.SH,上海易连,3,2024-01-23,2024-04-29,746,0.1673200619678835,0.2662220922375423,1.0,12956310.63,4318770.21,73426748.53,24.666666666666668,23.0,0.33,4.332333333333334,10.116,1037779190.0,1.56,上海+房地产+包装印刷+柔性屏,0.6666666666666666,日振幅值达15%的证券,48.5,95,95,0,25.0,4.5,12.3,8.3,9.8,-10.0,⚫ 已冷却
002132.SZ,恒星科技,2,2025-03-28,2025-03-31,410,0.2117184905751849,0.3695198891470871,1.0,52925602.08,17641867.36,253572662.5,20.0,13.0,0.33,10.020964360666667,10.062893082,5388006300.0,3.85,黄金概念+采矿许可+有机硅,1.0,日涨幅偏离值达7%的证券,3.0,3,3,0,24.9,8.3,11.0,10.0,5.7,-10.0,⚫ 已冷却
601868.SH,中国能建,1,2026-03-12,2026-03-12,64,0.1446683534885859,0.1446683534885859,1.0,264856785.83,264856785.83,1830785928.25,20.0,20.0,1.0,10.144927536231874,10.144927536231874,123229165000.0,3.8,算电协同+氢能投产+央企储能,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.9,11.6,13.1,10.0,0.1,-10.0,🔴 首次上榜
002469.SZ,三维化学,2,2024-11-14,2024-11-21,540,0.0013091510840220499,0.0015497552589093,1.0,500323.5,250161.75,406711917.02,38.0,31.0,0.5,9.980079681500001,10.0,6943059400.0,11.04,正丙醇+氢能源+石化+高股息,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",7.0,7,7,0,24.9,0.3,12.0,18.0,4.6,-10.0,⚫ 已冷却
600213.SH,亚星客车,2,2024-02-19,2024-02-21,814,0.17264091659406983,0.2127754375726469,1.0,7747249.66,3873624.83,48814947.14,31.5,27.0,0.5,10.045,10.11,1607320000.0,5.62,国企改革+客车+燃料电池,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",2.0,2,2,0,24.9,3.5,12.0,10.0,9.4,-10.0,⚫ 已冷却
000812.SZ,陕西金叶,1,2024-11-21,2024-11-21,540,0.1904930415332692,0.1904930415332692,1.0,37875979.47,37875979.47,198831302.0,33.0,33.0,1.0,9.98185118,9.98185118,4655055500.0,6.06,在线教育+烟草+参股券商,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.9,5.6,13.1,10.0,6.2,-10.0,🔴 首次上榜
000938.SZ,紫光股份,3,2024-02-27,2025-02-21,448,0.29462064671105165,0.6887336409473706,1.0,555514790.2,185171596.73333335,1821340006.3000002,24.666666666666668,2.0,0.0,10.006726614666666,10.010179844,92723790000.0,32.42,算力+新华三,1.0,日涨幅偏离值达7%的证券,180.0,220,220,0,24.9,14.4,10.3,10.0,0.2,-10.0,⚫ 已冷却
603185.SH,弘元绿能,1,2024-10-31,2024-10-31,561,0.2827117207618358,0.2827117207618358,1.0,108731592.35,108731592.35,384602350.61,29.0,29.0,1.0,10.013844024,10.013844024,16187889000.0,23.84,光伏+硅能源+工业母机+第三代半导体,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.8,9.7,13.1,10.0,1.9,-10.0,🔴 首次上榜
603768.SH,常青股份,3,2024-08-23,2025-05-21,359,0.27064965583734846,0.6018254572659716,1.0,23792907.470000003,7930969.156666667,121738938.06,25.666666666666668,6.0,0.0,10.024155687999999,10.039840637,3210024500.0,13.49,华为汽车+江淮汽车+汽车零部件+冲压焊接件,1.0,日涨幅偏离值达7%的证券,135.5,175,96,0,24.8,6.7,10.3,10.0,7.8,-10.0,⚫ 已冷却
002180.SZ,纳思达,2,2024-01-31,2024-03-01,805,0.1891851262506743,0.3542985486915324,1.0,85536940.02000001,42768470.010000005,424320076.97,18.5,15.0,0.0,7.511,9.987,33733903000.0,25.77,A3打印机+芯片+物联网芯片,0.5,日涨幅偏离值达7%的证券,30.0,30,30,0,24.8,9.5,9.0,15.5,0.9,-10.0,⚫ 已冷却
000967.SZ,盈峰环境,2,2025-02-24,2026-04-28,17,0.1354981983176967,0.2251597700100636,1.0,123077429.46000001,61538714.730000004,707806241.72,34.5,32.0,0.0,6.4573673479503455,10.007757951900691,45652412000.0,14.18,算力租赁+智慧环卫+机器人+业绩预增,0.5,日涨幅偏离值达7%的证券,428.0,428,428,1,24.7,7.6,9.0,7.5,0.6,0.0,🟡 洗盘观察期
002596.SZ,海南瑞泽,2,2024-08-01,2024-12-13,518,0.07730197651794644,0.1284527267287712,1.0,22795474.45,11397737.225,197913182.74,33.5,30.0,1.0,7.813581152,9.868,4131357600.0,4.04,达成战略合作+海南自贸区+水泥+园林绿化,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",134.0,134,134,0,24.7,3.0,15.0,10.0,6.7,-10.0,⚫ 已冷却
601226.SH,华电科工,4,2024-01-15,2026-02-04,100,0.18663573583533438,0.4243427317820314,1.0,221737897.84,44347579.568,1147643647.2199998,24.0,4.0,0.2,8.956401627055698,10.051813471502578,14795108000.0,12.73,氢能+绿色甲醇+央企,0.8,日涨幅偏离值达7%的证券,250.3,742,8,0,24.7,11.1,12.4,9.0,2.2,-10.0,⚫ 已冷却
603993.SH,洛阳钼业,1,2024-03-15,2024-03-15,791,0.2014050172961629,0.2014050172961629,1.0,279981714.59,279981714.59,1390142700.26,26.0,26.0,1.0,7.65,7.65,136733080000.0,7.74,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.7,11.5,13.1,10.0,0.1,-10.0,🔴 首次上榜
002772.SZ,众兴菌业,2,2024-03-15,2026-01-27,108,0.29029057537809094,0.2914108275539195,1.0,66431291.14,33215645.57,228684889.55,19.5,18.0,0.5,6.430101398601403,10.063,6308210500.0,16.17,甘肃麻辣烫受益+食用菌+农业种植,0.5,日振幅值达15%的证券,683.0,683,683,0,24.7,10.3,12.0,7.5,5.0,-10.0,⚫ 已冷却
603105.SH,芯能科技,2,2024-05-28,2026-03-23,53,0.13464451677173556,0.166179381912237,1.0,40078002.20999999,20039001.104999997,263060416.5,26.0,18.0,0.5,10.036135578583766,10.055,6370116000.0,12.74,绿电概念+储能+分布式电站,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",664.0,664,664,0,24.7,5.5,12.0,10.0,5.0,-7.7,⚫ 已冷却
000530.SZ,冰山冷热,1,2024-12-13,2024-12-13,518,0.2159307910326306,0.2159307910326306,1.0,14856659.44,14856659.44,68802876.0,30.0,30.0,1.0,10.03236246,10.03236246,4080124700.0,6.8,空调+冰雪产业+冷链物流,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.6,4.8,13.1,10.0,6.8,-10.0,🔴 首次上榜
002253.SZ,川大智胜,5,2024-04-29,2024-11-06,555,0.24475735927140546,0.4428645824922207,1.0,73630372.50999999,14726074.501999998,380422325.61,27.0,11.0,0.2,7.945599639599999,10.022026432,4865962400.0,23.42,低空安全管控+华为昇腾+车联网,0.4,日换手率达20%的证券;日振幅值达15%的证券,47.8,95,8,0,24.6,8.4,13.1,7.0,6.0,-10.0,⚫ 已冷却
002098.SZ,浔兴股份,2,2024-02-07,2025-04-16,394,0.16605024722853795,0.2295818841807782,1.0,18320789.0,9160394.5,109288971.0,28.5,26.0,1.0,2.6714299755,9.950859951,3204100000.0,8.95,跨境电商+敦煌网+拉链,0.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",434.0,434,434,0,24.6,4.3,15.0,7.5,7.8,-10.0,⚫ 已冷却
601888.SH,中国中免,1,2025-04-10,2025-04-10,400,0.2163978971267449,0.2163978971267449,1.0,326715055.95,326715055.95,1509788497.43,37.0,37.0,1.0,4.994765964,4.994765964,137083310000.0,70.21,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.5,11.3,13.1,10.0,0.1,-10.0,🔴 首次上榜
600157.SH,永泰能源,1,2024-11-18,2024-11-18,543,0.3289955438327402,0.3289955438327402,1.0,104730387.09,104730387.09,318333755.74,21.0,21.0,0.0,10.322580645,10.322580645,37992377000.0,1.71,低价破净股+拟收购天悦煤业股份+煤炭+电力,1.0,日涨幅偏离值达7%的证券,0.0,0,0,0,24.5,11.7,7.1,15.0,0.8,-10.0,🔴 首次上榜
000607.SZ,华媒控股,2,2024-02-07,2025-01-16,484,0.18740742201503452,0.299177875262281,1.0,29281494.4,14640747.2,132983999.0,44.5,23.0,1.0,1.2734999999999999,10.0,3635758000.0,4.18,传媒+国企改革+资产处置,0.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",344.0,344,344,0,24.5,4.8,15.0,7.5,7.2,-10.0,⚫ 已冷却
000969.SZ,安泰科技,1,2024-11-22,2024-11-22,539,0.2616514223460689,0.2616514223460689,1.0,102235524.47,102235524.47,390731774.18,37.0,37.0,1.0,7.875307629,7.875307629,13491905000.0,13.15,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.4,8.8,13.1,10.0,2.5,-10.0,🔴 首次上榜
000779.SZ,甘咨询,1,2024-08-27,2024-08-27,626,0.1068238974714336,0.1068238974714336,1.0,15153512.62,15153512.62,141855080.92,24.0,24.0,1.0,9.957,9.957,3541691400.0,7.62,房屋检测+工程咨询+数据中心+西部大开发,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.4,3.9,13.1,10.0,7.3,-10.0,🔴 首次上榜
600084.SH,中信尼雅,1,2024-06-20,2024-06-20,694,0.3513121091123132,0.3513121091123132,1.0,2262053.0,2262053.0,6438870.0,25.0,25.0,0.0,10.023,10.023,5427600600.0,4.83,葡萄酒+中字头,1.0,日涨幅偏离值达7%的证券,0.0,0,0,0,24.4,6.7,7.1,15.0,5.6,-10.0,🔴 首次上榜
002821.SZ,凯莱英,1,2026-04-01,2026-04-01,44,0.12660388074475434,0.1984660329178623,1.0,151567382.03,75783691.015,1008956512.92,30.5,28.0,0.5,10.002708314525592,10.002708314525592,38631794000.0,121.85,年报增长+创新药CDMO+境外订单,1.0,日涨幅偏离值达7%的证券,0.0,0,0,0,24.4,8.3,10.1,10.0,0.7,-4.7,🔴 首次上榜
000548.SZ,湖南投资,1,2024-11-25,2024-11-25,536,0.1625412766120191,0.1625412766120191,1.0,11562393.22,11562393.22,71135120.02,34.0,34.0,1.0,9.982788296,9.982788296,3189816500.0,6.39,湖南高速公路集团旗下相关资产计划IPO+高速公路收费+长沙国资,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.4,3.5,13.1,10.0,7.8,-10.0,🔴 首次上榜
002598.SZ,山东章鼓,1,2025-05-09,2025-05-09,371,0.18953437193506628,0.241751406367092,1.0,31220245.01,15610122.505,170160390.24,22.0,19.0,0.5,9.980988593,9.980988593,3263674600.0,11.57,固态电池+磁悬浮技术产品+物流搬运机器人+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.4,6.6,10.1,10.0,7.7,-10.0,🔴 首次上榜
002799.SZ,环球印务,1,2024-12-13,2024-12-13,518,0.1573543813583529,0.1573543813583529,1.0,19748479.09,19748479.09,125503204.42,36.0,36.0,1.0,9.989909183,9.989909183,3488390200.0,10.9,字节+营销+医药包装+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.3,3.9,13.1,10.0,7.4,-10.0,🔴 首次上榜
603860.SH,中公高科,5,2024-01-30,2024-04-23,752,0.1981085538470453,0.5306572476180794,1.0,58918187.36000001,9819697.893333334,272226446.36,25.833333333333332,4.0,0.17,3.345166666666666,10.01,1969060400.0,29.53,年报增长+中字头+公路养护+国产软件,0.0,日换手率达20%的证券,21.0,76,5,0,24.3,7.3,12.9,5.0,9.1,-10.0,⚫ 已冷却
603882.SH,金域医学,1,2025-02-07,2025-02-07,462,0.2827078384834491,0.2827078384834491,1.0,87354158.59,87354158.59,308990932.33,38.0,38.0,1.0,10.018281536,10.018281536,13845449000.0,30.09,AI医疗+第三方医学检验,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.2,8.7,13.1,10.0,2.4,-10.0,🔴 首次上榜
002531.SZ,天顺风能,3,2024-02-07,2024-07-22,662,0.275727072037479,0.3781514147181452,1.0,102699028.69,34233009.56333333,365659891.7,16.666666666666668,12.0,0.0,9.996333333333332,10.033,15152625000.0,8.48,风电+氢能源,1.0,日涨幅偏离值达7%的证券,83.0,138,138,0,24.2,11.8,10.3,10.0,2.2,-10.0,⚫ 已冷却
002988.SZ,豪美新材,1,2025-04-08,2025-04-08,402,0.3792812929225378,0.3792812929225378,1.0,25463301.83,25463301.83,67135665.02,10.0,10.0,0.0,5.207373272,5.207373272,5659173000.0,22.83,,0.0,日振幅值达15%的证券,0.0,0,0,0,24.2,11.6,7.1,10.0,5.5,-10.0,🔴 首次上榜
002357.SZ,富临运业,2,2024-01-17,2024-07-26,658,0.1509751939378926,0.161582152988953,1.0,22384626.7,11192313.35,147280543.1,18.0,15.0,0.0,10.0195,10.065,2125379400.0,6.78,网约车+车联网+汽车客运服务+卫星导航,1.0,日涨幅偏离值达7%的证券;日换手率达20%的证券,191.0,191,191,0,24.2,6.3,9.0,10.0,8.9,-10.0,⚫ 已冷却
003039.SZ,顺控发展,1,2025-03-26,2025-03-26,415,0.247154490441507,0.247154490441507,1.0,28130865.01,28130865.01,113818951.7,20.0,20.0,1.0,10.035335689,10.035335689,9614766600.0,15.57,自来水制售+垃圾焚烧发电+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.2,7.7,13.1,10.0,3.4,-10.0,🔴 首次上榜
000403.SZ,派林生物,1,2025-04-07,2025-04-07,403,0.290077743804734,0.290077743804734,1.0,150053073.04,75026536.52,517285714.76,20.0,20.0,0.5,9.995435874,9.995435874,17519258000.0,24.1,血液制品+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.2,12.3,10.1,10.0,1.8,-10.0,🔴 首次上榜
601136.SH,首创证券,6,2024-02-02,2025-03-06,435,0.25019785810552514,0.5457693524372488,1.0,446312728.62,74385454.77,1497605908.32,23.166666666666668,9.0,0.0,4.377615898333333,9.980525803,10876719000.0,22.59,证券+投资+国企改革,0.0,日换手率达20%的证券,79.6,162,162,0,24.1,13.7,12.4,5.0,3.0,-10.0,⚫ 已冷却
603063.SH,禾望电气,4,2024-11-04,2025-02-06,463,0.08797892896736867,0.1694154507128322,1.0,188870668.0,47217667.0,1980996979.21,36.25,30.0,0.75,4.803758760500001,9.995240362,12258987100.0,27.61,数据中心+风光储+氢能源,0.5,"连续三个交易日内,跌幅偏离值累计达20%的证券",31.3,64,27,0,24.0,8.1,15.7,7.5,2.7,-10.0,⚫ 已冷却
600318.SH,新力金融,7,2024-01-17,2025-03-31,410,0.1149072306084128,0.369367400105332,1.0,98017937.24,14002562.462857142,978305372.4300001,27.714285714285715,8.0,0.29,5.909346071714286,10.013175231,5076003600.0,9.9,控股股东拟变更+多元金融+AMC+供销社,0.2857142857142857,日换手率达20%的证券,73.2,255,144,0,24.0,7.1,14.5,6.4,5.9,-10.0,⚫ 已冷却
000603.SZ,盛达资源,3,2024-04-12,2026-01-29,106,0.2712569810964057,0.5214801379836248,1.0,282031617.68,94010539.22666667,1622237429.4899998,24.666666666666668,5.0,0.33,6.931872579530174,10.027,45203369000.0,67.8,黄金+白银+并购扩张,0.6666666666666666,日振幅值达15%的证券,328.5,651,6,0,24.0,12.8,12.3,8.3,0.6,-10.0,⚫ 已冷却
000612.SZ,焦作万方,2,2024-04-03,2025-03-18,423,0.1566090871807781,0.1647591799439544,1.0,50986321.54,25493160.77,321214838.43,29.0,28.0,1.0,8.889237766,10.062893082,10424926300.0,8.75,拟发行股份购买三门峡铝业100%股权,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",349.0,349,349,0,24.0,5.9,15.0,10.0,3.1,-10.0,⚫ 已冷却
600794.SH,保税科技,5,2025-04-17,2025-04-24,386,0.21953340018869066,0.5649090372333407,1.0,94105925.24000001,18821185.048,464895777.94,30.4,9.0,0.2,7.0724039649999995,10.052910053,7008888600.0,5.84,智慧物流+数字货币+电子商务+国企,0.6,日换手率达20%的证券,1.8,4,1,0,24.0,8.3,13.1,8.0,4.6,-10.0,⚫ 已冷却
603322.SH,超讯通信,1,2024-02-20,2024-02-20,815,0.2342511680484296,0.2342511680484296,1.0,22801639.86,22801639.86,97338425.46,56.0,56.0,1.0,6.178,6.178,5059967000.0,32.31,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.0,5.0,13.1,10.0,5.9,-10.0,🔴 首次上榜
002581.SZ,未名医药,1,2025-04-30,2025-04-30,380,0.3728454973520346,0.3728454973520346,1.0,20265889.35,20265889.35,54354657.61,23.0,23.0,0.0,9.98336106,9.98336106,2649229574.21,6.61,超跌反弹+CRO+重组蛋白,0.0,日振幅值达15%的证券,0.0,0,0,0,24.0,8.5,7.1,10.0,8.4,-10.0,🔴 首次上榜
600557.SH,康缘药业,1,2024-02-08,2024-02-08,827,0.2465366824234873,0.2465366824234873,1.0,65362221.97,65362221.97,265121690.32,32.0,32.0,1.0,6.17876425,6.17876425,10239399590.4,17.7,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,24.0,7.8,13.1,10.0,3.2,-10.0,🔴 首次上榜
601727.SH,上海电气,1,2024-11-06,2024-11-06,555,0.2080269738142504,0.2080269738142504,1.0,275020165.31,275020165.31,1322040888.58,40.0,40.0,1.0,10.0,10.0,136424430000.0,10.78,拟收购宁笙实业100%股权+上海微电子+上海国资+AMC,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.9,10.7,13.1,10.0,0.1,-10.0,🔴 首次上榜
600185.SH,格力地产,3,2024-07-09,2024-11-25,536,0.23101215057171104,0.3244456929895759,1.0,83210562.95,20802640.7375,441619303.8,25.25,15.0,0.5,10.073784677999999,10.081,16286450000.0,8.64,拟置入珠海免税集团51%股权+珠海国资,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",69.5,94,45,0,23.9,8.7,13.3,10.0,1.9,-10.0,⚫ 已冷却
603920.SH,世运电路,1,2024-07-11,2024-07-11,673,0.1722099224574398,0.1722099224574398,1.0,74849815.58,74849815.58,434642873.72,21.0,21.0,1.0,7.05,7.05,13791312000.0,25.51,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.9,8.4,13.1,10.0,2.4,-10.0,🔴 首次上榜
605318.SH,法狮龙,1,2024-02-19,2024-02-19,816,0.3281904046385705,0.3281904046385705,1.0,5746685.79,5746685.79,17510218.79,18.0,18.0,0.0,8.99,8.99,2161033400.0,16.73,,0.0,日振幅值达15%的证券,0.0,0,0,0,23.9,7.9,7.1,10.0,8.9,-10.0,🔴 首次上榜
002880.SZ,卫光生物,1,2025-04-07,2025-04-07,403,0.2369248931124288,0.2369248931124288,1.0,22797529.22,22797529.22,96222600.0,26.0,26.0,1.0,9.985580389,9.985580389,6895940400.0,30.51,血液制品+国产替代+国企改革,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.8,6.1,13.1,10.0,4.6,-10.0,🔴 首次上榜
002315.SZ,焦点科技,2,2024-02-19,2024-11-15,546,0.11339498586618085,0.1785246863707166,1.0,52380418.11,26190209.055,596812281.36,45.0,33.0,1.0,7.0260985840000005,10.018,7869895300.0,38.94,年报预增+跨境电商+AI外贸助手,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",270.0,270,270,0,23.8,4.7,15.0,10.0,4.1,-10.0,⚫ 已冷却
603267.SH,鸿远电子,2,2024-06-28,2025-03-12,429,0.27376523964842825,0.4357000968793956,1.0,64083853.53,32041926.765,375621390.53,23.0,13.0,0.5,10.001014404500001,10.002028809,12529206000.0,54.22,军工电子+芯片概念+瓷介电容器+商业航天,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",257.0,257,257,0,23.8,9.2,12.0,10.0,2.6,-10.0,⚫ 已冷却
605155.SH,西大门,1,2025-03-11,2025-03-11,430,0.1884613529369114,0.1885419667386039,1.0,33282751.17,16641375.585,176587301.6,32.5,32.0,0.5,10.030627871,10.030627871,2717330200.0,14.37,遮阳材料+跨境电商+外销,1.0,日涨幅偏离值达7%的证券;日振幅值达15%的证券,0.0,0,0,0,23.8,5.4,10.1,10.0,8.3,-10.0,🔴 首次上榜
002104.SZ,恒宝股份,3,2024-09-06,2025-06-05,344,0.25259831769394187,0.7081169317860168,1.0,57279124.87,19093041.62333333,708572870.72,25.333333333333332,2.0,0.33,5.986394557666666,10.0,6331163600.0,10.56,数字货币+区块链+eSIM技术,0.6666666666666666,日涨幅偏离值达7%的证券;日振幅值达15%的证券;日换手率达20%的证券,136.0,271,1,0,23.7,8.1,12.3,8.3,5.0,-10.0,⚫ 已冷却
600279.SH,重庆港,3,2024-11-08,2025-05-22,358,0.25394583086479017,0.3712541376858335,1.0,93567737.16,23391934.29,330592749.07,26.5,8.0,0.25,10.0446718495,10.087719298,8213114700.0,6.92,实控人或变更+国企改革+港口航运+一带一路,0.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",97.5,189,189,0,23.7,9.2,11.8,8.8,4.0,-10.0,⚫ 已冷却
603917.SH,合力科技,1,2024-02-23,2024-02-23,812,0.0911853161948553,0.0911853161948553,1.0,4174984.17,4174984.17,45785707.0,41.0,41.0,1.0,5.949,5.949,2345728000.0,14.96,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.6,1.8,13.1,10.0,8.7,-10.0,🔴 首次上榜
002623.SZ,亚玛顿,1,2026-01-26,2026-01-26,109,0.1086995340737707,0.1086995340737707,1.0,29679928.84,29679928.84,273045593.92,31.0,31.0,1.0,9.995171414775472,9.995171414775472,4524930900.0,22.78,钙钛矿电池+特斯拉+超薄光伏玻璃,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.6,4.1,13.1,10.0,6.4,-10.0,🔴 首次上榜
002366.SZ,融发核电,1,2024-11-22,2024-11-22,539,0.1891835967943897,0.1891835967943897,1.0,58314416.7,58314416.7,308242457.0,48.0,48.0,1.0,7.775768535,7.775768535,7488527800.0,5.96,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.5,6.2,13.1,10.0,4.3,-10.0,🔴 首次上榜
002069.SZ,獐子岛,1,2024-11-26,2024-11-26,535,0.10652098034057,0.10652098034057,1.0,3789875.5,3789875.5,35578676.5,35.0,35.0,1.0,10.027855153,10.027855153,2805354000.0,3.95,水产养殖+国企+外销,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.5,2.2,13.1,10.0,8.2,-10.0,🔴 首次上榜
600734.SH,实达集团,3,2024-11-20,2025-02-28,441,0.24229261096178578,0.4096388589319126,1.0,101945898.83,33981966.27666666,410977206.53999996,22.0,9.0,0.0,10.080590942666667,10.101010101,10408455000.0,4.8,筹划重大资产重组+AI智能体+数据要素+算力,1.0,日涨幅偏离值达7%的证券,50.0,86,14,0,23.5,10.1,10.3,10.0,3.1,-10.0,⚫ 已冷却
603059.SH,倍加洁,1,2026-02-03,2026-02-03,101,0.1376194905745286,0.1376194905745286,1.0,19155436.77,19155436.77,139191307.06,35.0,35.0,1.0,4.909560723514208,4.909560723514208,4078217200.0,40.6,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.4,3.6,13.1,10.0,6.8,-10.0,🔴 首次上榜
600877.SH,电科芯片,1,2024-02-08,2024-02-08,827,0.2825557899295175,0.2825557899295175,1.0,33550748.41,33550748.41,118740261.59,27.0,27.0,1.0,6.23853211,6.23853211,10676522054.16,11.58,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.4,7.3,13.1,10.0,3.1,-10.0,🔴 首次上榜
600218.SH,全柴动力,1,2024-03-04,2024-03-04,802,0.1124816716650038,0.1124816716650038,1.0,7967676.13,7967676.13,70835328.21,26.0,26.0,1.0,5.245,5.245,3726308400.0,9.03,,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,0,23.4,3.2,13.1,10.0,7.1,-10.0,🔴 首次上榜
